# Session 13 evidence harvest (transcribed verbatim from Wikidata SPARQL results, 2026-09-06)
# columns: qid  tag  value
# tags: S = source named in the reference of the P569 (date of birth) statement
#       U = reference URL (pr:P854) attached to the P569 statement
#       T = member of sports team (P54) label, English
#       X = X/Twitter handle (P2002), K = TikTok handle (P7085), F = Facebook username (P2013), Y = YouTube channel ID (P2397)
Q139072338	S	Volleybox
Q139480149	S	Volleybox
Q139480149	S	FIVB database
Q139473616	S	Volleybox
Q139473616	S	FIVB database
Q139393569	S	Volleybox
Q139393569	S	FIVB database
Q139504429	S	VBL database
Q139504429	S	FIVB database
Q139504429	S	Volleybox
Q139488302	S	Volleybox
Q139108647	S	Volleybox
Q139108647	S	FIVB database
Q139088250	S	Volleybox
Q138455853	S	Volleybox
Q138455853	S	FIVB database
Q137576841	S	VBL database
Q137576841	S	Volleybox
Q137719782	S	VBL database
Q137719782	S	Volleybox
Q137719782	S	FIVB database
Q136418733	S	VBL database
Q136418733	S	Volleybox
Q131782635	S	VBL database
Q131782635	S	Volleybox
Q126478907	S	VBL database
Q126478907	S	Volleybox
Q126478907	S	FIVB database
Q112664003	S	VBL database
Q112664003	S	FIVB database
Q109486743	S	VBL database
Q107113677	S	VBL database
Q107113677	S	Volleybox
Q106625770	S	VBL database
Q106625770	S	Volleybox
Q99510689	S	Beach Volleyball Database
Q99510689	S	WorldofVolley
Q99510689	S	Olympedia
Q99510689	S	Volleybox
Q99510689	S	FIVB database
Q96886055	S	Volleybox
Q56218339	S	Beach Volleyball Database
Q56218339	S	VBL database
Q112970230	S	Beach Volleyball Database
Q104836815	S	Beach Volleyball Database
Q98271305	S	Beach Volleyball Database
Q26207577	S	Beach Volleyball Database
Q65162179	S	Beach Volleyball Database
Q139473637	S	Beach Volleyball Database
Q139473637	S	Volleybox
Q139473637	S	FIVB database
Q47542138	S	Biographical lexicon of Estonian sport
Q65162200	K	svenjamueller01
Q110411248	K	alinechamereau
Q129368653	K	maevaschalk
Q65034789	X	selinyurtsever
Q80585221	X	t_matveeva2
Q80587490	X	allanisnavas4
Q123686053	X	ClemeVieira
Q133249311	X	miena_0122
Q26207577	F	nadameawadpage
Q65161736	F	daniela.alvarezmendoza.14
Q80585221	F	tania.morenomatveeva
Q80587490	F	allanis.navas
Q99510689	F	frida.berntsen.5
Q109232107	F	Valentina-Gottardi-100071217667526
Q110271542	F	nadzeya.stoliar
Q110411248	F	aline.chamereau
Q113335589	F	reka.orsitoth
Q117747786	F	aine.raupelyte
Q139480735	S	Volleybox
Q140289237	S	Volleybox
Q140289237	S	FIVB database
Q139410750	S	Slovak Olympic Committee database
Q139410750	S	FIVB database
Q139410750	S	Volleybox
Q61659735	S	InterSportStats
Q96097900	S	WorldofVolley
Q96097900	S	VBL database
Q96097900	S	Volleybox
Q96097900	S	FIVB database
Q106650044	S	VBL database
Q106650044	S	Volleybox
Q106650044	S	InterSportStats
Q105395414	S	VBL database
Q105395414	S	Volleybox
Q106634638	S	VBL database
Q106634638	S	Volleybox
Q106634638	S	FIVB database
Q106625685	S	VBL database
Q106625685	S	Volleybox
Q135117299	S	VBL database
Q135117299	S	Volleybox
Q135117299	S	FIVB database
Q68313478	S	VBL database
Q106730095	S	VBL database
Q106730095	S	Volleybox
Q105407268	S	VBL database
Q124636572	S	VBL database
Q124636572	S	Volleybox
Q130241718	S	VBL database
Q105388134	S	VBL database
Q120041295	S	VBL database
Q120041295	S	Volleybox
Q126372556	S	VBL database
Q125147947	S	VBL database
Q125147947	S	Volleybox
Q125147947	S	InterSportStats
Q112112713	S	VBL database
Q139393275	S	Volleybox
Q139393275	S	Slovak Olympic Committee database
Q139393275	S	FIVB database
Q138985294	S	Volleybox
Q116135233	S	Volleybox
Q139306123	S	Volleybox
Q139306123	S	FIVB database
Q139306071	S	Volleybox
Q139306071	S	FIVB database
Q139032931	S	Volleybox
Q139032931	S	FIVB database
Q139399495	S	Volleybox
Q139323432	S	Volleybox
Q139268654	S	Volleybox
Q139268654	S	FIVB database
Q125627246	S	Volleybox
Q139410861	S	Volleybox
Q139393810	S	Volleybox
Q139393810	S	FIVB database
Q61659735	X	thaisa_mcleod
Q109596239	X	mnynMmE565SNojT
Q131551958	X	BrookeSlusser
Q134005689	X	blairefleming
Q116135233	Y	UCzc2Y0aRL_wU1pjFxNjDwvw
Q105407268	K	juliawesser03
Q108933259	K	lavolleyeusequidanse
Q125627246	K	nao_gov
Q61659735	F	thaisaperu
Q108045390	F	100041755534869
Q115934289	F	100012916151785
Q135236362	F	gnjatoviclaura
Q96089940	K	meghanbarthel
Q113555859	K	achendricks
Q126871052	K	danashawky6
Q67179805	F	nada.essaiadi
Q108749290	F	amelie.rotar.3
Q115941084	F	Frico123
Q117225162	F	anamarija.galic.792
Q126871052	F	dana.shawky.5
Q60566198	X	flavia_montes7
Q67179805	X	nadaessaiadi
Q76283273	X	aya_jas_73
Q76283279	X	umekodayooooon
Q110457024	X	mariibrambilla
Q113555859	X	ahendricks7
Q134497404	X	melshaffmaster
Q110457024	Y	UCfjI9faeCf6D78nxSbPCwMw
Q68018604	S	WorldofVolley
Q104243249	S	WorldofVolley
Q122874902	S	VBL database
Q122874902	S	Volleybox
Q122874902	S	FIVB database
Q96097580	S	VBL database
Q96097580	S	Volleybox
Q96097580	S	FIVB database
Q105404030	S	VBL database
Q123562065	S	VBL database
Q123562065	S	Volleybox
Q68309020	S	VBL database
Q47003671	S	VBL database
Q47003671	S	Volleybox
Q93874125	S	VBL database
Q93874125	S	Volleybox
Q42884990	S	VBL database
Q68110876	S	VBL database
Q96474219	S	VBL database
Q96474219	S	Volleybox
Q96089940	S	VBL database
Q96089940	S	Volleybox
