Q107963084|Park Eun-jin|1999-12-15|PROMOTE|Volleyball|en-wiki infobox DOB 15 Dec 1999 (WD 1999-01-01 year-only); KOR player, Olympics VNL|https://en.wikipedia.org/wiki/Park_Eun-jin
Q113157584|Mia Mamede|1995-10-24|PROMOTE|Beauty pageant/modeling|en-wiki DOB 24 Oct 1995 (WD 1995-01-01 year-only); BR model, Miss Brazil 2022|https://en.wikipedia.org/wiki/Mia_Mamede
Q113162317|Selene Delgado|1996-06-19|PROMOTE|Beauty pageant/modeling|en-wiki DOB 19 Jun 1996 (WD 1996-01-01 year-only); VE model, Miss Supranational Venezuela 2023|https://en.wikipedia.org/wiki/Selene_Delgado
Q113544064|Ndavi Nokeri|1999-01-25|PROMOTE|Beauty pageant/modeling|en-wiki DOB 25 Jan 1999 (WD 1999-01-01 year-only); ZA model, Miss SA 2022|https://en.wikipedia.org/wiki/Ndavi_Nokeri
Q105939031|Anielle Franco|1985-05-03|REJECT|out-of-scope|en-wiki: BR politician (Minister of Racial Equality); infobox occupation journalist/activist, no creator/athlete category|https://en.wikipedia.org/wiki/Anielle_Franco
Q11307132|Kavka Shishido|1985-06-23|REVIEW|scope-ambiguous|en-wiki infobox: singer-songwriter/drummer; model tag not confirmed in infobox|https://en.wikipedia.org/wiki/Kavka_Shishido
Q113157584|Mia Mamede|1995-10-24|PROMOTE|Beauty pageant/modeling|en-wiki DOB 24 Oct 1995 (WD 1995-01-01 year-only); BR model, Miss Brazil 2022|https://en.wikipedia.org/wiki/Mia_Mamede
Q113162317|Selene Delgado|1996-06-19|PROMOTE|Beauty pageant/modeling|en-wiki DOB 19 Jun 1996; VE model, Miss Supranational Venezuela 2023|https://en.wikipedia.org/wiki/Selene_Delgado
Q113544064|Ndavi Nokeri|1999-01-25|PROMOTE|Beauty pageant/modeling|en-wiki DOB 25 Jan 1999; ZA model, Miss SA 2022, infobox occupation=Model|https://en.wikipedia.org/wiki/Ndavi_Nokeri
Q105939031|Anielle Franco|1985-05-03|REJECT|out-of-scope|en-wiki: BR politician; infobox occupation journalist/activist|https://en.wikipedia.org/wiki/Anielle_Franco
Q11307132|Kavka Shishido|1985-06-23|REVIEW|scope-ambiguous|en-wiki infobox: singer/drummer/TV personality; model tag not in infobox|https://en.wikipedia.org/wiki/Kavka_Shishido
Q113700849|Wenanita Angang|1996|PROMOTE|Beauty pageant/modeling|en-wiki: MY model, Miss World Malaysia 2022 (infobox birth_date empty; year 1996 from WD only)|https://en.wikipedia.org/wiki/Wenanita_Angang
Q11459114|Yuka Koide|1985-01-05|PROMOTE|Modeling/entertainment|en-wiki DOB 5 Jan 1985; JP actress/model (Geiei)|https://en.wikipedia.org/wiki/Yuka_Koide
Q114817522|Aleksandra Klepaczka|2000|REVIEW|AGE_PARTIAL|en-wiki infobox birth_date empty; WD year 2000 only; PL pageant titleholder Miss Polski 2022|https://en.wikipedia.org/wiki/Aleksandra_Klepaczka
Q109299774|Rachael Kramer|1998-03-15|PROMOTE|Volleyball (NCAA + national team)|en-wiki DOB 15 Mar 1998 mf=y; USA middle blocker, Florida Gators NCAA, USA national team, Pan-Am bronze 2021|https://en.wikipedia.org/wiki/Rachael_Kramer
