Q11366379|Yui Nakazawa|1995-07-11|PROMOTE|Modeling|ja-wiki lead: 「中沢 結（なかざわ ゆい、1995年7月11日 - ）は、長野県出身の元子役、ファッションモデル。」 - JP fashion model, former child actress (Nagano; incubation); DOB matches Wikidata|https://ja.wikipedia.org/wiki/%E4%B8%AD%E6%B2%A2%E7%B5%90
Q11366750|Ayaka Nakata|1993-12-13|PROMOTE|Modeling/acting|ja-wiki lead: 「中田 絢千（なかた あやか、1993年12月13日 - ）は、日本のモデル、女優、ラジオパーソナリティ。」 - JP model, actress and radio personality; DOB matches Wikidata|https://ja.wikipedia.org/wiki/%E4%B8%AD%E7%94%B0%E7%B5%A2%E5%8D%83
Q11367531|Yuika Nakano|1987-09-07|PROMOTE|Modeling|ja-wiki lead: 「中野 唯花（なかの ゆいか、1987年9月7日 - ）は、日本の女性ファッションモデル。」 - JP fashion model (Tokyo); DOB matches Wikidata|https://ja.wikipedia.org/wiki/%E4%B8%AD%E9%87%8E%E5%94%AF%E8%8A%B1
Q11370992|Himeki Kameda|1999-08-12|PROMOTE|Modeling/TV|ja-wiki lead: 「亀田 姫月（かめだ ひめき、1999年（平成11年）8月12日 - ）は日本の女子プロボクサー経験者、女性ファッションモデル、タレント。」 - JP fashion model and tarento, former professional boxer; DOB matches Wikidata|https://ja.wikipedia.org/wiki/%E4%BA%80%E7%94%B0%E5%A7%AB%E6%9C%88
Q11376618|Narumi Imai|1989-03-29|PROMOTE|Modeling/gravure/comedy|ja-wiki lead: 「今井 成美（いまい なるみ、1989年3月29日 - ）は、日本の元喜劇女優、元モデル、元グラビアアイドルである。」 - JP former comedy actress, former model and former gravure idol (Yoshimoto Osaka); DOB matches Wikidata|https://ja.wikipedia.org/wiki/%E4%BB%8A%E4%BA%95%E6%88%90%E7%BE%8E
Q11376699|Hana Imai|1992-11-12|PROMOTE|Modeling/TV|ja-wiki lead: 「今井 華（いまい はな、1992年11月12日 - ）は、日本の女性ファッションモデル、タレント。」 - JP fashion model and tarento (Nagatoro, Saitama); DOB matches Wikidata|https://ja.wikipedia.org/wiki/%E4%BB%8A%E4%BA%95%E8%8F%AF
Q11377251|Sara Imaizumi|1994-06-14|REVIEW|scope-ambiguous|ja-wiki lead: 「今泉 彩良（いまいずみ さら、1994年6月14日 - ）は、日本の女優。」 - JP actress (Kagawa); no modeling / creator activity documented in the lead; adult (DOB matches Wikidata)|https://ja.wikipedia.org/wiki/%E4%BB%8A%E6%B3%89%E5%BD%A9%E8%89%AF
Q11378550|Mika Nakamura|1987-05-19|PROMOTE|Modeling|ja-wiki lead: 「仲村 美香（なかむら みか、1987年5月19日 - ）は、日本の女性ファッションモデル。」 - JP fashion model (Fussa, Tokyo); DOB matches Wikidata|https://ja.wikipedia.org/wiki/%E4%BB%B2%E6%9D%91%E7%BE%8E%E9%A6%99
Q11378585|Hitomi Nakahodo|1985-01-31|PROMOTE|Modeling|ja-wiki lead: 「仲程 仁美（なかほど ひとみ、1985年1月31日 - ）は、日本の女性ファッションモデル。」 - JP fashion model (FLOS -> OFFICE RHIZOME); DOB matches Wikidata|https://ja.wikipedia.org/wiki/%E4%BB%B2%E7%A8%8B%E4%BB%81%E7%BE%8E
Q11379791|Niina Ito|1992-10-11|PROMOTE|Modeling|ja-wiki lead: 「伊藤 ニーナ（いとう ニーナ、1992年10月11日 - ）は、日本の女性ファッションモデルである。」 - JP fashion model (Fukuoka); DOB matches Wikidata|https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%97%A4%E3%83%8B%E3%83%BC%E3%83%8A
Q11380089|Sayaka Ito|1996-08-13|REVIEW|scope-ambiguous|ja-wiki lead: 「伊藤 彩夏（いとう さやか、1996年8月13日 - ）は、日本のミュージカル女優である。」 - JP musical actress, former child actress; no modeling / creator activity documented in the lead; adult (DOB matches Wikidata)|https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%97%A4%E5%BD%A9%E5%A4%8F
Q11380176|Sei Ito|2002-07-08|REVIEW|scope-ambiguous|ja-wiki lead: 「伊藤 星（いとう せい、2002年7月8日 - ）は、日本の子役である。」 - JP child-actress-turned-actress (Tokyo); the lead documents acting only; no modeling / creator activity documented in the lead; adult (DOB matches Wikidata); age 24|https://ja.wikipedia.org/wiki/%E4%BC%8A%E8%97%A4%E6%98%9F
Q11381550|Urara Reimi|1990-05-30|PROMOTE|Modeling/acting|ja-wiki lead: 「伶美 うらら（れいみ うらら、1990年5月30日 - ）は、日本の女優・モデル。」 - JP actress and model, former Takarazuka Revue Cosmos Troupe star; DOB matches Wikidata|https://ja.wikipedia.org/wiki/%E4%BC%B6%E7%BE%8E%E3%81%86%E3%82%89%E3%82%89
